X,Y,Paths,Numbering
461.6100159,705.0129395,1,873
461.6100159,706.0129395,1,874
461.6100159,707.0129395,1,875
461.6100159,708.0129395,1,876
461.6100159,709.0129395,1,877
461.6100159,710.0129395,1,878
461.6100159,711.0129395,1,879
461.6100159,712.0129395,1,880
461.6100159,713.0129395,1,881
461.6100159,714.0129395,1,882
461.6100159,720.0129395,1,883
461.6100159,733.0129395,1,884
461.6100159,734.0129395,1,885
461.6100159,741.0129395,1,886
461.6100159,922.0129395,1,887
461.6100159,923.0129395,1,888
461.6100159,924.0129395,1,889
461.6100159,925.0129395,1,890
461.6100159,926.0129395,1,891
461.6100159,927.0129395,1,892
461.6100159,928.0129395,1,893
461.6100159,1033.01294,1,894
461.6100159,1034.01294,1,895
461.6100159,1035.01294,1,896
461.6100159,1038.01294,1,897
461.6100159,1082.01294,1,898
462.6100159,479.0129089,1,899
462.6100159,480.0129089,1,900
462.6100159,481.0129089,1,901
462.6100159,495.0129089,1,902
462.6100159,505.0129089,1,903
462.6100159,506.0129089,1,904
462.6100159,509.0129089,1,905
462.6100159,510.0129089,1,906
462.6100159,511.0129089,1,907
462.6100159,513.0129395,1,908
462.6100159,514.0129395,1,909
462.6100159,542.0129395,1,910
462.6100159,606.0129395,1,911
462.6100159,650.0129395,1,912
462.6100159,660.0129395,1,913
462.6100159,683.0129395,1,914
462.6100159,690.0129395,1,915
462.6100159,691.0129395,1,916
462.6100159,692.0129395,1,917
462.6100159,693.0129395,1,918
462.6100159,697.0129395,1,919
462.6100159,698.0129395,1,920
462.6100159,699.0129395,1,921
462.6100159,700.0129395,1,922
462.6100159,702.0129395,1,923
462.6100159,703.0129395,1,924
462.6100159,705.0129395,1,925
462.6100159,706.0129395,1,926
462.6100159,709.0129395,1,927
462.6100159,710.0129395,1,928
462.6100159,714.0129395,1,929
462.6100159,716.0129395,1,930
462.6100159,717.0129395,1,931
462.6100159,718.0129395,1,932
462.6100159,719.0129395,1,933
462.6100159,721.0129395,1,934
462.6100159,722.0129395,1,935
462.6100159,731.0129395,1,936
462.6100159,732.0129395,1,937
462.6100159,742.0129395,1,938
462.6100159,916.0129395,1,939
462.6100159,917.0129395,1,940
462.6100159,918.0129395,1,941
462.6100159,919.0129395,1,942
462.6100159,920.0129395,1,943
462.6100159,921.0129395,1,944
462.6100159,1036.01294,1,945
462.6100159,1037.01294,1,946
462.6100159,1082.01294,1,947
463.6100159,482.0129089,1,948
463.6100159,506.0129089,1,949
463.6100159,507.0129089,1,950
463.6100159,508.0129089,1,951
463.6100159,515.0129395,1,952
463.6100159,542.0129395,1,953
463.6100159,606.0129395,1,954
463.6100159,650.0129395,1,955
463.6100159,660.0129395,1,956
463.6100159,681.0129395,1,957
463.6100159,682.0129395,1,958
463.6100159,683.0129395,1,959
463.6100159,684.0129395,1,960
463.6100159,685.0129395,1,961
463.6100159,686.0129395,1,962
463.6100159,687.0129395,1,963
463.6100159,688.0129395,1,964
463.6100159,689.0129395,1,965
463.6100159,694.0129395,1,966
463.6100159,695.0129395,1,967
463.6100159,697.0129395,1,968
463.6100159,699.0129395,1,969
463.6100159,710.0129395,1,970
463.6100159,711.0129395,1,971
463.6100159,714.0129395,1,972
463.6100159,715.0129395,1,973
463.6100159,716.0129395,1,974
463.6100159,718.0129395,1,975
463.6100159,719.0129395,1,976
463.6100159,722.0129395,1,977
463.6100159,728.0129395,1,978
463.6100159,729.0129395,1,979
463.6100159,730.0129395,1,980
463.6100159,743.0129395,1,981
463.6100159,914.0129395,1,982
463.6100159,915.0129395,1,983
463.6100159,1037.01294,1,984
463.6100159,1082.01294,1,985
464.6100159,482.0129089,1,986
464.6100159,515.0129395,1,987
464.6100159,542.0129395,1,988
464.6100159,606.0129395,1,989
464.6100159,650.0129395,1,990
464.6100159,660.0129395,1,991
464.6100159,671.0129395,1,992
464.6100159,672.0129395,1,993
464.6100159,673.0129395,1,994
464.6100159,674.0129395,1,995
464.6100159,675.0129395,1,996
464.6100159,676.0129395,1,997
464.6100159,677.0129395,1,998
464.6100159,678.0129395,1,999
464.6100159,679.0129395,1,1000
464.6100159,680.0129395,1,1001
464.6100159,699.0129395,1,1002
464.6100159,700.0129395,1,1003
464.6100159,701.0129395,1,1004
464.6100159,711.0129395,1,1005
464.6100159,712.0129395,1,1006
464.6100159,713.0129395,1,1007
464.6100159,714.0129395,1,1008
464.6100159,715.0129395,1,1009
464.6100159,717.0129395,1,1010
464.6100159,718.0129395,1,1011
464.6100159,719.0129395,1,1012
464.6100159,723.0129395,1,1013
464.6100159,724.0129395,1,1014
464.6100159,727.0129395,1,1015
464.6100159,744.0129395,1,1016
464.6100159,913.0129395,1,1017
464.6100159,1037.01294,1,1018
464.6100159,1081.01294,1,1019
465.6100159,504.0129089,1,1020
465.6100159,505.0129089,1,1021
465.6100159,506.0129089,1,1022
465.6100159,507.0129089,1,1023
465.6100159,514.0129395,1,1024
465.6100159,516.0129395,1,1025
465.6100159,542.0129395,1,1026
465.6100159,606.0129395,1,1027
465.6100159,651.0129395,1,1028
465.6100159,660.0129395,1,1029
465.6100159,669.0129395,1,1030
465.6100159,670.0129395,1,1031
465.6100159,694.0129395,1,1032
465.6100159,695.0129395,1,1033
465.6100159,696.0129395,1,1034
465.6100159,700.0129395,1,1035
465.6100159,715.0129395,1,1036
465.6100159,717.0129395,1,1037
465.6100159,718.0129395,1,1038
465.6100159,725.0129395,1,1039
465.6100159,726.0129395,1,1040
465.6100159,745.0129395,1,1041
465.6100159,913.0129395,1,1042
465.6100159,1038.01294,1,1043
465.6100159,1080.01294,1,1044
466.6100159,504.0129089,1,1045
466.6100159,505.0129089,1,1046
466.6100159,506.0129089,1,1047
466.6100159,507.0129089,1,1048
466.6100159,514.0129395,1,1049
466.6100159,516.0129395,1,1050
466.6100159,542.0129395,1,1051
466.6100159,606.0129395,1,1052
466.6100159,652.0129395,1,1053
466.6100159,660.0129395,1,1054
466.6100159,664.0129395,1,1055
466.6100159,665.0129395,1,1056
466.6100159,666.0129395,1,1057
466.6100159,667.0129395,1,1058
466.6100159,668.0129395,1,1059
466.6100159,694.0129395,1,1060
466.6100159,695.0129395,1,1061
466.6100159,696.0129395,1,1062
466.6100159,700.0129395,1,1063
466.6100159,715.0129395,1,1064
466.6100159,717.0129395,1,1065
466.6100159,718.0129395,1,1066
466.6100159,746.0129395,1,1067
466.6100159,913.0129395,1,1068
466.6100159,1039.01294,1,1069
466.6100159,1040.01294,1,1070
466.6100159,1080.01294,1,1071
467.6100159,503.0129089,1,1072
467.6100159,504.0129089,1,1073
467.6100159,506.0129089,1,1074
467.6100159,507.0129089,1,1075
467.6100159,509.0129089,1,1076
467.6100159,512.0129395,1,1077
467.6100159,517.0129395,1,1078
467.6100159,518.0129395,1,1079
467.6100159,542.0129395,1,1080
467.6100159,606.0129395,1,1081
467.6100159,652.0129395,1,1082
467.6100159,660.0129395,1,1083
467.6100159,661.0129395,1,1084
467.6100159,662.0129395,1,1085
467.6100159,663.0129395,1,1086
467.6100159,695.0129395,1,1087
467.6100159,697.0129395,1,1088
467.6100159,699.0129395,1,1089
467.6100159,700.0129395,1,1090
467.6100159,718.0129395,1,1091
467.6100159,747.0129395,1,1092
467.6100159,913.0129395,1,1093
467.6100159,1041.01294,1,1094
467.6100159,1042.01294,1,1095
467.6100159,1043.01294,1,1096
467.6100159,1044.01294,1,1097
467.6100159,1045.01294,1,1098
467.6100159,1046.01294,1,1099
467.6100159,1047.01294,1,1100
467.6100159,1079.01294,1,1101
468.6100159,503.0129089,1,1102
468.6100159,504.0129089,1,1103
468.6100159,506.0129089,1,1104
468.6100159,508.0129089,1,1105
468.6100159,509.0129089,1,1106
468.6100159,510.0129089,1,1107
468.6100159,512.0129395,1,1108
468.6100159,519.0129395,1,1109
468.6100159,542.0129395,1,1110
468.6100159,606.0129395,1,1111
468.6100159,653.0129395,1,1112
468.6100159,654.0129395,1,1113
468.6100159,655.0129395,1,1114
468.6100159,656.0129395,1,1115
468.6100159,657.0129395,1,1116
468.6100159,658.0129395,1,1117
468.6100159,659.0129395,1,1118
468.6100159,696.0129395,1,1119
468.6100159,699.0129395,1,1120
468.6100159,700.0129395,1,1121
468.6100159,717.0129395,1,1122
468.6100159,718.0129395,1,1123
468.6100159,747.0129395,1,1124
468.6100159,758.0129395,1,1125
468.6100159,912.0129395,1,1126
468.6100159,1048.01294,1,1127
468.6100159,1049.01294,1,1128
468.6100159,1079.01294,1,1129
469.6100159,490.0129089,1,1130
469.6100159,491.0129089,1,1131
469.6100159,492.0129089,1,1132
469.6100159,503.0129089,1,1133
469.6100159,504.0129089,1,1134
469.6100159,506.0129089,1,1135
469.6100159,509.0129089,1,1136
469.6100159,510.0129089,1,1137
469.6100159,511.0129089,1,1138
469.6100159,512.0129395,1,1139
469.6100159,519.0129395,1,1140
469.6100159,542.0129395,1,1141
469.6100159,606.0129395,1,1142
469.6100159,698.0129395,1,1143
469.6100159,699.0129395,1,1144
469.6100159,717.0129395,1,1145
469.6100159,746.0129395,1,1146
469.6100159,758.0129395,1,1147
469.6100159,911.0129395,1,1148
469.6100159,1050.01294,1,1149
469.6100159,1051.01294,1,1150
469.6100159,1052.01294,1,1151
469.6100159,1053.01294,1,1152
469.6100159,1054.01294,1,1153
469.6100159,1055.01294,1,1154
469.6100159,1056.01294,1,1155
469.6100159,1057.01294,1,1156
469.6100159,1079.01294,1,1157
470.6100159,493.0129089,1,1158
470.6100159,494.0129089,1,1159
470.6100159,495.0129089,1,1160
470.6100159,501.0129089,1,1161
470.6100159,502.0129089,1,1162
470.6100159,503.0129089,1,1163
470.6100159,504.0129089,1,1164
470.6100159,510.0129089,1,1165
470.6100159,511.0129089,1,1166
470.6100159,520.0129395,1,1167
470.6100159,542.0129395,1,1168
470.6100159,606.0129395,1,1169
470.6100159,745.0129395,1,1170
470.6100159,757.0129395,1,1171
470.6100159,758.0129395,1,1172
470.6100159,759.0129395,1,1173
470.6100159,910.0129395,1,1174
470.6100159,1058.01294,1,1175
470.6100159,1059.01294,1,1176
470.6100159,1077.01294,1,1177
470.6100159,1078.01294,1,1178
471.6100159,496.0129089,1,1179
471.6100159,500.0129089,1,1180
471.6100159,505.0129089,1,1181
471.6100159,520.0129395,1,1182
471.6100159,542.0129395,1,1183
471.6100159,570.0129395,1,1184
471.6100159,571.0129395,1,1185
471.6100159,572.0129395,1,1186
471.6100159,573.0129395,1,1187
471.6100159,606.0129395,1,1188
471.6100159,724.0129395,1,1189
471.6100159,725.0129395,1,1190
471.6100159,726.0129395,1,1191
471.6100159,745.0129395,1,1192
471.6100159,757.0129395,1,1193
471.6100159,760.0129395,1,1194
471.6100159,907.0129395,1,1195
471.6100159,908.0129395,1,1196
471.6100159,909.0129395,1,1197
471.6100159,1060.01294,1,1198
471.6100159,1076.01294,1,1199
472.6100159,497.0129089,1,1200
472.6100159,499.0129089,1,1201
472.6100159,504.0129089,1,1202
472.6100159,520.0129395,1,1203
472.6100159,541.0129395,1,1204
472.6100159,569.0129395,1,1205
472.6100159,574.0129395,1,1206
472.6100159,575.0129395,1,1207
472.6100159,576.0129395,1,1208
472.6100159,577.0129395,1,1209
472.6100159,578.0129395,1,1210
472.6100159,579.0129395,1,1211
472.6100159,580.0129395,1,1212
472.6100159,581.0129395,1,1213
472.6100159,606.0129395,1,1214
472.6100159,721.0129395,1,1215
472.6100159,723.0129395,1,1216
472.6100159,745.0129395,1,1217
472.6100159,757.0129395,1,1218
472.6100159,863.0129395,1,1219
472.6100159,864.0129395,1,1220
472.6100159,865.0129395,1,1221
472.6100159,866.0129395,1,1222
472.6100159,904.0129395,1,1223
472.6100159,905.0129395,1,1224
472.6100159,906.0129395,1,1225
472.6100159,1061.01294,1,1226
472.6100159,1075.01294,1,1227
473.6100159,497.0129089,1,1228
473.6100159,498.0129089,1,1229
473.6100159,505.0129089,1,1230
473.6100159,520.0129395,1,1231
473.6100159,540.0129395,1,1232
473.6100159,568.0129395,1,1233
473.6100159,576.0129395,1,1234
473.6100159,582.0129395,1,1235
473.6100159,606.0129395,1,1236
473.6100159,720.0129395,1,1237
473.6100159,722.0129395,1,1238
473.6100159,746.0129395,1,1239
473.6100159,757.0129395,1,1240
473.6100159,853.0129395,1,1241
473.6100159,854.0129395,1,1242
473.6100159,855.0129395,1,1243
473.6100159,856.0129395,1,1244
473.6100159,857.0129395,1,1245
473.6100159,858.0129395,1,1246
473.6100159,859.0129395,1,1247
473.6100159,860.0129395,1,1248
473.6100159,861.0129395,1,1249
473.6100159,862.0129395,1,1250
473.6100159,867.0129395,1,1251
473.6100159,868.0129395,1,1252
473.6100159,902.0129395,1,1253
473.6100159,903.0129395,1,1254
473.6100159,1062.01294,1,1255
473.6100159,1074.01294,1,1256
474.6100159,496.0129089,1,1257
474.6100159,506.0129089,1,1258
474.6100159,520.0129395,1,1259
474.6100159,539.0129395,1,1260
474.6100159,565.0129395,1,1261
474.6100159,566.0129395,1,1262
474.6100159,567.0129395,1,1263
474.6100159,583.0129395,1,1264
474.6100159,606.0129395,1,1265
474.6100159,636.0129395,1,1266
474.6100159,720.0129395,1,1267
474.6100159,721.0129395,1,1268
474.6100159,724.0129395,1,1269
474.6100159,725.0129395,1,1270
474.6100159,747.0129395,1,1271
474.6100159,756.0129395,1,1272
474.6100159,851.0129395,1,1273
474.6100159,852.0129395,1,1274
474.6100159,869.0129395,1,1275
474.6100159,900.0129395,1,1276
474.6100159,901.0129395,1,1277
474.6100159,1063.01294,1,1278
474.6100159,1074.01294,1,1279
475.6100159,507.0129089,1,1280
475.6100159,521.0129395,1,1281
475.6100159,522.0129395,1,1282
475.6100159,523.0129395,1,1283
475.6100159,524.0129395,1,1284
475.6100159,526.0129395,1,1285
475.6100159,539.0129395,1,1286
475.6100159,564.0129395,1,1287
475.6100159,584.0129395,1,1288
475.6100159,585.0129395,1,1289
475.6100159,606.0129395,1,1290
475.6100159,634.0129395,1,1291
475.6100159,635.0129395,1,1292
475.6100159,637.0129395,1,1293
475.6100159,638.0129395,1,1294
475.6100159,639.0129395,1,1295
475.6100159,640.0129395,1,1296
475.6100159,641.0129395,1,1297
475.6100159,717.0129395,1,1298
475.6100159,718.0129395,1,1299
475.6100159,719.0129395,1,1300
475.6100159,721.0129395,1,1301
475.6100159,722.0129395,1,1302
475.6100159,723.0129395,1,1303
475.6100159,726.0129395,1,1304
475.6100159,737.0129395,1,1305
475.6100159,738.0129395,1,1306
475.6100159,739.0129395,1,1307
475.6100159,748.0129395,1,1308
475.6100159,749.0129395,1,1309
475.6100159,750.0129395,1,1310
475.6100159,751.0129395,1,1311
475.6100159,752.0129395,1,1312
475.6100159,753.0129395,1,1313
475.6100159,754.0129395,1,1314
475.6100159,755.0129395,1,1315
475.6100159,756.0129395,1,1316
475.6100159,850.0129395,1,1317
475.6100159,870.0129395,1,1318
475.6100159,898.0129395,1,1319
475.6100159,899.0129395,1,1320
475.6100159,1064.01294,1,1321
475.6100159,1065.01294,1,1322
475.6100159,1073.01294,1,1323
476.6100159,507.0129089,1,1324
476.6100159,521.0129395,1,1325
476.6100159,525.0129395,1,1326
476.6100159,527.0129395,1,1327
476.6100159,539.0129395,1,1328
476.6100159,563.0129395,1,1329
476.6100159,586.0129395,1,1330
476.6100159,589.0129395,1,1331
476.6100159,590.0129395,1,1332
476.6100159,591.0129395,1,1333
476.6100159,606.0129395,1,1334
476.6100159,617.0129395,1,1335
476.6100159,618.0129395,1,1336
476.6100159,632.0129395,1,1337
476.6100159,633.0129395,1,1338
476.6100159,640.0129395,1,1339
476.6100159,711.0129395,1,1340
476.6100159,712.0129395,1,1341
476.6100159,713.0129395,1,1342
476.6100159,714.0129395,1,1343
476.6100159,715.0129395,1,1344
476.6100159,716.0129395,1,1345
476.6100159,723.0129395,1,1346
476.6100159,724.0129395,1,1347
476.6100159,728.0129395,1,1348
476.6100159,729.0129395,1,1349
476.6100159,730.0129395,1,1350
476.6100159,736.0129395,1,1351
476.6100159,754.0129395,1,1352
476.6100159,755.0129395,1,1353
476.6100159,756.0129395,1,1354
476.6100159,846.0129395,1,1355
476.6100159,847.0129395,1,1356
476.6100159,848.0129395,1,1357
476.6100159,849.0129395,1,1358
476.6100159,870.0129395,1,1359
476.6100159,896.0129395,1,1360
476.6100159,897.0129395,1,1361
476.6100159,1066.01294,1,1362
476.6100159,1067.01294,1,1363
476.6100159,1068.01294,1,1364
476.6100159,1073.01294,1,1365
477.6100159,507.0129089,1,1366
477.6100159,521.0129395,1,1367
477.6100159,528.0129395,1,1368
477.6100159,539.0129395,1,1369
477.6100159,562.0129395,1,1370
477.6100159,587.0129395,1,1371
477.6100159,588.0129395,1,1372
477.6100159,592.0129395,1,1373
477.6100159,593.0129395,1,1374
477.6100159,594.0129395,1,1375
477.6100159,595.0129395,1,1376
477.6100159,596.0129395,1,1377
477.6100159,597.0129395,1,1378
477.6100159,598.0129395,1,1379
477.6100159,599.0129395,1,1380
477.6100159,600.0129395,1,1381
477.6100159,601.0129395,1,1382
477.6100159,602.0129395,1,1383
477.6100159,603.0129395,1,1384
477.6100159,606.0129395,1,1385
477.6100159,616.0129395,1,1386
477.6100159,631.0129395,1,1387
477.6100159,640.0129395,1,1388
477.6100159,714.0129395,1,1389
477.6100159,716.0129395,1,1390
477.6100159,724.0129395,1,1391
477.6100159,725.0129395,1,1392
477.6100159,726.0129395,1,1393
477.6100159,727.0129395,1,1394
477.6100159,728.0129395,1,1395
477.6100159,729.0129395,1,1396
477.6100159,731.0129395,1,1397
477.6100159,732.0129395,1,1398
477.6100159,733.0129395,1,1399
477.6100159,734.0129395,1,1400
477.6100159,735.0129395,1,1401
477.6100159,754.0129395,1,1402
477.6100159,844.0129395,1,1403
477.6100159,845.0129395,1,1404
477.6100159,870.0129395,1,1405
477.6100159,894.0129395,1,1406
477.6100159,895.0129395,1,1407
477.6100159,1069.01294,1,1408
477.6100159,1072.01294,1,1409
477.6100159,1073.01294,1,1410
478.6100159,503.0129089,1,1411
478.6100159,504.0129089,1,1412
478.6100159,505.0129089,1,1413
478.6100159,506.0129089,1,1414
478.6100159,507.0129089,1,1415
478.6100159,520.0129395,1,1416
478.6100159,529.0129395,1,1417
478.6100159,539.0129395,1,1418
478.6100159,561.0129395,1,1419
478.6100159,592.0129395,1,1420
478.6100159,604.0129395,1,1421
478.6100159,605.0129395,1,1422
478.6100159,606.0129395,1,1423
478.6100159,607.0129395,1,1424
478.6100159,616.0129395,1,1425
478.6100159,630.0129395,1,1426
478.6100159,631.0129395,1,1427
478.6100159,640.0129395,1,1428
478.6100159,716.0129395,1,1429
478.6100159,724.0129395,1,1430
478.6100159,726.0129395,1,1431
478.6100159,730.0129395,1,1432
478.6100159,754.0129395,1,1433
478.6100159,755.0129395,1,1434
478.6100159,756.0129395,1,1435
478.6100159,759.0129395,1,1436
478.6100159,786.0129395,1,1437
478.6100159,789.0129395,1,1438
478.6100159,790.0129395,1,1439
478.6100159,791.0129395,1,1440
478.6100159,792.0129395,1,1441
478.6100159,793.0129395,1,1442
478.6100159,794.0129395,1,1443
478.6100159,795.0129395,1,1444
478.6100159,796.0129395,1,1445
478.6100159,797.0129395,1,1446
478.6100159,798.0129395,1,1447
478.6100159,843.0129395,1,1448
478.6100159,871.0129395,1,1449
478.6100159,889.0129395,1,1450
478.6100159,890.0129395,1,1451
478.6100159,891.0129395,1,1452
478.6100159,892.0129395,1,1453
478.6100159,893.0129395,1,1454
478.6100159,1070.01294,1,1455
478.6100159,1071.01294,1,1456
478.6100159,1073.01294,1,1457
479.6100159,520.0129395,1,1458
479.6100159,530.0129395,1,1459
479.6100159,535.0129395,1,1460
479.6100159,539.0129395,1,1461
479.6100159,561.0129395,1,1462
479.6100159,592.0129395,1,1463
479.6100159,608.0129395,1,1464
479.6100159,609.0129395,1,1465
479.6100159,610.0129395,1,1466
479.6100159,611.0129395,1,1467
479.6100159,617.0129395,1,1468
479.6100159,630.0129395,1,1469
479.6100159,637.0129395,1,1470
479.6100159,638.0129395,1,1471
479.6100159,639.0129395,1,1472
479.6100159,640.0129395,1,1473
479.6100159,726.0129395,1,1474
479.6100159,727.0129395,1,1475
479.6100159,757.0129395,1,1476
479.6100159,758.0129395,1,1477
479.6100159,760.0129395,1,1478
479.6100159,786.0129395,1,1479
479.6100159,788.0129395,1,1480
479.6100159,843.0129395,1,1481
479.6100159,872.0129395,1,1482
479.6100159,888.0129395,1,1483
479.6100159,1074.01294,1,1484
480.6100159,519.0129395,1,1485
480.6100159,530.0129395,1,1486
480.6100159,531.0129395,1,1487
480.6100159,532.0129395,1,1488
480.6100159,534.0129395,1,1489
480.6100159,539.0129395,1,1490
480.6100159,556.0129395,1,1491
480.6100159,557.0129395,1,1492
480.6100159,558.0129395,1,1493
480.6100159,559.0129395,1,1494
480.6100159,560.0129395,1,1495
480.6100159,592.0129395,1,1496
480.6100159,612.0129395,1,1497
480.6100159,616.0129395,1,1498
480.6100159,629.0129395,1,1499
480.6100159,637.0129395,1,1500
480.6100159,640.0129395,1,1501
480.6100159,757.0129395,1,1502
480.6100159,761.0129395,1,1503
480.6100159,787.0129395,1,1504
480.6100159,841.0129395,1,1505
480.6100159,842.0129395,1,1506
480.6100159,873.0129395,1,1507
480.6100159,874.0129395,1,1508
480.6100159,885.0129395,1,1509
480.6100159,886.0129395,1,1510
480.6100159,887.0129395,1,1511
480.6100159,1074.01294,1,1512
481.6100159,519.0129395,1,1513
481.6100159,531.0129395,1,1514
481.6100159,532.0129395,1,1515
481.6100159,533.0129395,1,1516
481.6100159,539.0129395,1,1517
481.6100159,553.0129395,1,1518
481.6100159,554.0129395,1,1519
481.6100159,555.0129395,1,1520
481.6100159,556.0129395,1,1521
481.6100159,559.0129395,1,1522
481.6100159,592.0129395,1,1523
481.6100159,613.0129395,1,1524
481.6100159,614.0129395,1,1525
481.6100159,616.0129395,1,1526
481.6100159,629.0129395,1,1527
481.6100159,638.0129395,1,1528
481.6100159,639.0129395,1,1529
481.6100159,640.0129395,1,1530
481.6100159,737.0129395,1,1531
481.6100159,757.0129395,1,1532
481.6100159,787.0129395,1,1533
481.6100159,833.0129395,1,1534
481.6100159,839.0129395,1,1535
481.6100159,840.0129395,1,1536
481.6100159,875.0129395,1,1537
481.6100159,876.0129395,1,1538
481.6100159,877.0129395,1,1539
481.6100159,878.0129395,1,1540
481.6100159,879.0129395,1,1541
481.6100159,880.0129395,1,1542
481.6100159,881.0129395,1,1543
481.6100159,882.0129395,1,1544
481.6100159,883.0129395,1,1545
481.6100159,884.0129395,1,1546
481.6100159,1075.01294,1,1547
482.6100159,519.0129395,1,1548
482.6100159,531.0129395,1,1549
482.6100159,532.0129395,1,1550
482.6100159,534.0129395,1,1551
482.6100159,539.0129395,1,1552
482.6100159,551.0129395,1,1553
482.6100159,552.0129395,1,1554
482.6100159,559.0129395,1,1555
482.6100159,592.0129395,1,1556
482.6100159,615.0129395,1,1557
482.6100159,616.0129395,1,1558
482.6100159,628.0129395,1,1559
482.6100159,636.0129395,1,1560
482.6100159,638.0129395,1,1561
482.6100159,736.0129395,1,1562
482.6100159,757.0129395,1,1563
482.6100159,786.0129395,1,1564
482.6100159,834.0129395,1,1565
482.6100159,837.0129395,1,1566
482.6100159,838.0129395,1,1567
482.6100159,1076.01294,1,1568
483.6100159,519.0129395,1,1569
483.6100159,531.0129395,1,1570
483.6100159,534.0129395,1,1571
483.6100159,535.0129395,1,1572
483.6100159,536.0129395,1,1573
483.6100159,537.0129395,1,1574
483.6100159,538.0129395,1,1575
483.6100159,539.0129395,1,1576
483.6100159,540.0129395,1,1577
483.6100159,541.0129395,1,1578
483.6100159,542.0129395,1,1579
483.6100159,543.0129395,1,1580
483.6100159,544.0129395,1,1581
483.6100159,545.0129395,1,1582
483.6100159,546.0129395,1,1583
483.6100159,547.0129395,1,1584
483.6100159,548.0129395,1,1585
483.6100159,549.0129395,1,1586
483.6100159,550.0129395,1,1587
483.6100159,552.0129395,1,1588
483.6100159,559.0129395,1,1589
483.6100159,592.0129395,1,1590
483.6100159,616.0129395,1,1591
483.6100159,617.0129395,1,1592
483.6100159,618.0129395,1,1593
483.6100159,628.0129395,1,1594
483.6100159,637.0129395,1,1595
483.6100159,639.0129395,1,1596
483.6100159,736.0129395,1,1597
483.6100159,834.0129395,1,1598
483.6100159,836.0129395,1,1599
483.6100159,1076.01294,1,1600
484.6100159,519.0129395,1,1601
484.6100159,552.0129395,1,1602
484.6100159,559.0129395,1,1603
484.6100159,592.0129395,1,1604
484.6100159,616.0129395,1,1605
484.6100159,619.0129395,1,1606
484.6100159,620.0129395,1,1607
484.6100159,621.0129395,1,1608
484.6100159,622.0129395,1,1609
484.6100159,623.0129395,1,1610
484.6100159,626.0129395,1,1611
484.6100159,627.0129395,1,1612
484.6100159,638.0129395,1,1613
484.6100159,736.0129395,1,1614
484.6100159,834.0129395,1,1615
484.6100159,835.0129395,1,1616
484.6100159,1077.01294,1,1617
485.6100159,552.0129395,1,1618
485.6100159,559.0129395,1,1619
485.6100159,592.0129395,1,1620
485.6100159,616.0129395,1,1621
485.6100159,624.0129395,1,1622
485.6100159,625.0129395,1,1623
485.6100159,736.0129395,1,1624
485.6100159,818.0129395,1,1625
485.6100159,831.0129395,1,1626
485.6100159,832.0129395,1,1627
485.6100159,833.0129395,1,1628
485.6100159,834.0129395,1,1629
485.6100159,1078.01294,1,1630
486.6100159,552.0129395,1,1631
486.6100159,559.0129395,1,1632
486.6100159,592.0129395,1,1633
486.6100159,616.0129395,1,1634
486.6100159,626.0129395,1,1635
486.6100159,627.0129395,1,1636
486.6100159,628.0129395,1,1637
486.6100159,629.0129395,1,1638
486.6100159,630.0129395,1,1639
486.6100159,631.0129395,1,1640
486.6100159,632.0129395,1,1641
486.6100159,711.0129395,1,1642
486.6100159,719.0129395,1,1643
486.6100159,727.0129395,1,1644
486.6100159,734.0129395,1,1645
486.6100159,735.0129395,1,1646
486.6100159,738.0129395,1,1647
486.6100159,819.0129395,1,1648
486.6100159,820.0129395,1,1649
486.6100159,830.0129395,1,1650
486.6100159,1078.01294,1,1651
487.6100159,552.0129395,1,1652
487.6100159,559.0129395,1,1653
487.6100159,592.0129395,1,1654
487.6100159,616.0129395,1,1655
487.6100159,633.0129395,1,1656
487.6100159,711.0129395,1,1657
487.6100159,714.0129395,1,1658
487.6100159,715.0129395,1,1659
487.6100159,717.0129395,1,1660
487.6100159,718.0129395,1,1661
487.6100159,719.0129395,1,1662
487.6100159,728.0129395,1,1663
487.6100159,729.0129395,1,1664
487.6100159,733.0129395,1,1665
487.6100159,736.0129395,1,1666
487.6100159,738.0129395,1,1667
487.6100159,820.0129395,1,1668
487.6100159,829.0129395,1,1669
487.6100159,1078.01294,1,1670
488.6100159,552.0129395,1,1671
488.6100159,559.0129395,1,1672
488.6100159,592.0129395,1,1673
488.6100159,616.0129395,1,1674
488.6100159,634.0129395,1,1675
488.6100159,710.0129395,1,1676
488.6100159,711.0129395,1,1677
488.6100159,712.0129395,1,1678
488.6100159,713.0129395,1,1679
488.6100159,716.0129395,1,1680
488.6100159,720.0129395,1,1681
488.6100159,728.0129395,1,1682
488.6100159,732.0129395,1,1683
488.6100159,735.0129395,1,1684
488.6100159,736.0129395,1,1685
488.6100159,738.0129395,1,1686
488.6100159,820.0129395,1,1687
488.6100159,827.0129395,1,1688
488.6100159,828.0129395,1,1689
488.6100159,829.0129395,1,1690
488.6100159,830.0129395,1,1691
488.6100159,1079.01294,1,1692
488.6100159,1080.01294,1,1693
489.6100159,551.0129395,1,1694
489.6100159,559.0129395,1,1695
489.6100159,592.0129395,1,1696
489.6100159,616.0129395,1,1697
489.6100159,634.0129395,1,1698
489.6100159,635.0129395,1,1699
489.6100159,636.0129395,1,1700
489.6100159,637.0129395,1,1701
489.6100159,638.0129395,1,1702
