X,Y,Paths,Numbering
440.6100159,489.0129089,1,371
440.6100159,496.0129089,1,372
440.6100159,499.0129089,1,373
440.6100159,617.0129395,1,374
440.6100159,637.0129395,1,375
440.6100159,638.0129395,1,376
440.6100159,697.0129395,1,377
440.6100159,821.0129395,1,378
440.6100159,995.0129395,1,379
440.6100159,1012.01294,1,380
440.6100159,1013.01294,1,381
440.6100159,1014.01294,1,382
440.6100159,1015.01294,1,383
440.6100159,1033.01294,1,384
440.6100159,1034.01294,1,385
440.6100159,1035.01294,1,386
440.6100159,1081.01294,1,387
440.6100159,1086.01294,1,388
440.6100159,1087.01294,1,389
440.6100159,1108.01294,1,390
440.6100159,1109.01294,1,391
440.6100159,1110.01294,1,392
441.6100159,490.0129089,1,393
441.6100159,493.0129089,1,394
441.6100159,494.0129089,1,395
441.6100159,495.0129089,1,396
441.6100159,500.0129089,1,397
441.6100159,617.0129395,1,398
441.6100159,639.0129395,1,399
441.6100159,696.0129395,1,400
441.6100159,822.0129395,1,401
441.6100159,995.0129395,1,402
441.6100159,1015.01294,1,403
441.6100159,1016.01294,1,404
441.6100159,1031.01294,1,405
441.6100159,1032.01294,1,406
441.6100159,1082.01294,1,407
441.6100159,1085.01294,1,408
441.6100159,1108.01294,1,409
442.6100159,491.0129089,1,410
442.6100159,492.0129089,1,411
442.6100159,500.0129089,1,412
442.6100159,617.0129395,1,413
442.6100159,640.0129395,1,414
442.6100159,696.0129395,1,415
442.6100159,823.0129395,1,416
442.6100159,830.0129395,1,417
442.6100159,831.0129395,1,418
442.6100159,992.0129395,1,419
442.6100159,993.0129395,1,420
442.6100159,994.0129395,1,421
442.6100159,1016.01294,1,422
442.6100159,1028.01294,1,423
442.6100159,1029.01294,1,424
442.6100159,1030.01294,1,425
442.6100159,1083.01294,1,426
442.6100159,1084.01294,1,427
442.6100159,1107.01294,1,428
443.6100159,500.0129089,1,429
443.6100159,617.0129395,1,430
443.6100159,641.0129395,1,431
443.6100159,696.0129395,1,432
443.6100159,697.0129395,1,433
443.6100159,698.0129395,1,434
443.6100159,824.0129395,1,435
443.6100159,829.0129395,1,436
443.6100159,990.0129395,1,437
443.6100159,991.0129395,1,438
443.6100159,1016.01294,1,439
443.6100159,1026.01294,1,440
443.6100159,1027.01294,1,441
443.6100159,1084.01294,1,442
443.6100159,1106.01294,1,443
444.6100159,500.0129089,1,444
444.6100159,617.0129395,1,445
444.6100159,642.0129395,1,446
444.6100159,696.0129395,1,447
444.6100159,697.0129395,1,448
444.6100159,698.0129395,1,449
444.6100159,783.0129395,1,450
444.6100159,825.0129395,1,451
444.6100159,826.0129395,1,452
444.6100159,827.0129395,1,453
444.6100159,828.0129395,1,454
444.6100159,989.0129395,1,455
444.6100159,1017.01294,1,456
444.6100159,1018.01294,1,457
444.6100159,1024.01294,1,458
444.6100159,1025.01294,1,459
444.6100159,1083.01294,1,460
444.6100159,1104.01294,1,461
444.6100159,1105.01294,1,462
445.6100159,500.0129089,1,463
445.6100159,582.0129395,1,464
445.6100159,617.0129395,1,465
445.6100159,643.0129395,1,466
445.6100159,660.0129395,1,467
445.6100159,695.0129395,1,468
445.6100159,783.0129395,1,469
445.6100159,829.0129395,1,470
445.6100159,988.0129395,1,471
445.6100159,1019.01294,1,472
445.6100159,1020.01294,1,473
445.6100159,1021.01294,1,474
445.6100159,1022.01294,1,475
445.6100159,1023.01294,1,476
445.6100159,1083.01294,1,477
446.6100159,499.0129089,1,478
446.6100159,583.0129395,1,479
446.6100159,584.0129395,1,480
446.6100159,585.0129395,1,481
446.6100159,586.0129395,1,482
446.6100159,617.0129395,1,483
446.6100159,644.0129395,1,484
446.6100159,660.0129395,1,485
446.6100159,694.0129395,1,486
446.6100159,784.0129395,1,487
446.6100159,830.0129395,1,488
446.6100159,988.0129395,1,489
446.6100159,1019.01294,1,490
446.6100159,1083.01294,1,491
447.6100159,497.0129089,1,492
447.6100159,498.0129089,1,493
447.6100159,586.0129395,1,494
447.6100159,617.0129395,1,495
447.6100159,644.0129395,1,496
447.6100159,660.0129395,1,497
447.6100159,694.0129395,1,498
447.6100159,785.0129395,1,499
447.6100159,987.0129395,1,500
447.6100159,1019.01294,1,501
447.6100159,1082.01294,1,502
448.6100159,498.0129089,1,503
448.6100159,586.0129395,1,504
448.6100159,617.0129395,1,505
448.6100159,644.0129395,1,506
448.6100159,660.0129395,1,507
448.6100159,693.0129395,1,508
448.6100159,786.0129395,1,509
448.6100159,793.0129395,1,510
448.6100159,795.0129395,1,511
448.6100159,987.0129395,1,512
448.6100159,1017.01294,1,513
448.6100159,1018.01294,1,514
448.6100159,1082.01294,1,515
449.6100159,498.0129089,1,516
449.6100159,524.0129395,1,517
449.6100159,543.0129395,1,518
449.6100159,544.0129395,1,519
449.6100159,586.0129395,1,520
449.6100159,617.0129395,1,521
449.6100159,645.0129395,1,522
449.6100159,660.0129395,1,523
449.6100159,693.0129395,1,524
449.6100159,787.0129395,1,525
449.6100159,986.0129395,1,526
449.6100159,1016.01294,1,527
449.6100159,1082.01294,1,528
450.6100159,498.0129089,1,529
450.6100159,523.0129395,1,530
450.6100159,543.0129395,1,531
450.6100159,586.0129395,1,532
450.6100159,617.0129395,1,533
450.6100159,646.0129395,1,534
450.6100159,660.0129395,1,535
450.6100159,693.0129395,1,536
450.6100159,788.0129395,1,537
450.6100159,795.0129395,1,538
450.6100159,796.0129395,1,539
450.6100159,985.0129395,1,540
450.6100159,1015.01294,1,541
450.6100159,1080.01294,1,542
450.6100159,1081.01294,1,543
451.6100159,476.0129089,1,544
451.6100159,498.0129089,1,545
451.6100159,522.0129395,1,546
451.6100159,543.0129395,1,547
451.6100159,586.0129395,1,548
451.6100159,617.0129395,1,549
451.6100159,646.0129395,1,550
451.6100159,660.0129395,1,551
451.6100159,693.0129395,1,552
451.6100159,789.0129395,1,553
451.6100159,794.0129395,1,554
451.6100159,964.0129395,1,555
451.6100159,965.0129395,1,556
451.6100159,966.0129395,1,557
451.6100159,967.0129395,1,558
451.6100159,968.0129395,1,559
451.6100159,969.0129395,1,560
451.6100159,982.0129395,1,561
451.6100159,983.0129395,1,562
451.6100159,984.0129395,1,563
451.6100159,1015.01294,1,564
451.6100159,1080.01294,1,565
452.6100159,477.0129089,1,566
452.6100159,498.0129089,1,567
452.6100159,521.0129395,1,568
452.6100159,543.0129395,1,569
452.6100159,587.0129395,1,570
452.6100159,617.0129395,1,571
452.6100159,646.0129395,1,572
452.6100159,660.0129395,1,573
452.6100159,694.0129395,1,574
452.6100159,714.0129395,1,575
452.6100159,729.0129395,1,576
452.6100159,790.0129395,1,577
452.6100159,791.0129395,1,578
452.6100159,792.0129395,1,579
452.6100159,793.0129395,1,580
452.6100159,943.0129395,1,581
452.6100159,944.0129395,1,582
452.6100159,945.0129395,1,583
452.6100159,964.0129395,1,584
452.6100159,970.0129395,1,585
452.6100159,971.0129395,1,586
452.6100159,972.0129395,1,587
452.6100159,973.0129395,1,588
452.6100159,981.0129395,1,589
452.6100159,1016.01294,1,590
452.6100159,1079.01294,1,591
453.6100159,478.0129089,1,592
453.6100159,479.0129089,1,593
453.6100159,480.0129089,1,594
453.6100159,481.0129089,1,595
453.6100159,482.0129089,1,596
453.6100159,483.0129089,1,597
453.6100159,484.0129089,1,598
453.6100159,498.0129089,1,599
453.6100159,520.0129395,1,600
453.6100159,543.0129395,1,601
453.6100159,588.0129395,1,602
453.6100159,617.0129395,1,603
453.6100159,621.0129395,1,604
453.6100159,646.0129395,1,605
453.6100159,660.0129395,1,606
453.6100159,694.0129395,1,607
453.6100159,715.0129395,1,608
453.6100159,730.0129395,1,609
453.6100159,744.0129395,1,610
453.6100159,745.0129395,1,611
453.6100159,746.0129395,1,612
453.6100159,942.0129395,1,613
453.6100159,946.0129395,1,614
453.6100159,962.0129395,1,615
453.6100159,963.0129395,1,616
453.6100159,974.0129395,1,617
453.6100159,975.0129395,1,618
453.6100159,980.0129395,1,619
453.6100159,1017.01294,1,620
453.6100159,1079.01294,1,621
454.6100159,482.0129089,1,622
454.6100159,485.0129089,1,623
454.6100159,486.0129089,1,624
454.6100159,487.0129089,1,625
454.6100159,488.0129089,1,626
454.6100159,489.0129089,1,627
454.6100159,490.0129089,1,628
454.6100159,498.0129089,1,629
454.6100159,519.0129395,1,630
454.6100159,543.0129395,1,631
454.6100159,589.0129395,1,632
454.6100159,617.0129395,1,633
454.6100159,618.0129395,1,634
454.6100159,619.0129395,1,635
454.6100159,620.0129395,1,636
454.6100159,647.0129395,1,637
454.6100159,660.0129395,1,638
454.6100159,694.0129395,1,639
454.6100159,716.0129395,1,640
454.6100159,731.0129395,1,641
454.6100159,742.0129395,1,642
454.6100159,743.0129395,1,643
454.6100159,746.0129395,1,644
454.6100159,941.0129395,1,645
454.6100159,947.0129395,1,646
454.6100159,948.0129395,1,647
454.6100159,961.0129395,1,648
454.6100159,976.0129395,1,649
454.6100159,977.0129395,1,650
454.6100159,978.0129395,1,651
454.6100159,979.0129395,1,652
454.6100159,1017.01294,1,653
454.6100159,1079.01294,1,654
455.6100159,481.0129089,1,655
455.6100159,491.0129089,1,656
455.6100159,492.0129089,1,657
455.6100159,494.0129089,1,658
455.6100159,498.0129089,1,659
455.6100159,518.0129395,1,660
455.6100159,543.0129395,1,661
455.6100159,544.0129395,1,662
455.6100159,590.0129395,1,663
455.6100159,604.0129395,1,664
455.6100159,605.0129395,1,665
455.6100159,606.0129395,1,666
455.6100159,607.0129395,1,667
455.6100159,608.0129395,1,668
455.6100159,609.0129395,1,669
455.6100159,610.0129395,1,670
455.6100159,611.0129395,1,671
455.6100159,612.0129395,1,672
455.6100159,613.0129395,1,673
455.6100159,614.0129395,1,674
455.6100159,615.0129395,1,675
455.6100159,616.0129395,1,676
455.6100159,647.0129395,1,677
455.6100159,660.0129395,1,678
455.6100159,694.0129395,1,679
455.6100159,716.0129395,1,680
455.6100159,732.0129395,1,681
455.6100159,741.0129395,1,682
455.6100159,939.0129395,1,683
455.6100159,940.0129395,1,684
455.6100159,949.0129395,1,685
455.6100159,960.0129395,1,686
455.6100159,1018.01294,1,687
455.6100159,1043.01294,1,688
455.6100159,1079.01294,1,689
456.6100159,481.0129089,1,690
456.6100159,493.0129089,1,691
456.6100159,495.0129089,1,692
456.6100159,496.0129089,1,693
456.6100159,497.0129089,1,694
456.6100159,498.0129089,1,695
456.6100159,499.0129089,1,696
456.6100159,517.0129395,1,697
456.6100159,542.0129395,1,698
456.6100159,591.0129395,1,699
456.6100159,603.0129395,1,700
456.6100159,606.0129395,1,701
456.6100159,648.0129395,1,702
456.6100159,660.0129395,1,703
456.6100159,693.0129395,1,704
456.6100159,716.0129395,1,705
456.6100159,733.0129395,1,706
456.6100159,740.0129395,1,707
456.6100159,938.0129395,1,708
456.6100159,950.0129395,1,709
456.6100159,951.0129395,1,710
456.6100159,960.0129395,1,711
456.6100159,1019.01294,1,712
456.6100159,1020.01294,1,713
456.6100159,1021.01294,1,714
456.6100159,1022.01294,1,715
456.6100159,1023.01294,1,716
456.6100159,1024.01294,1,717
456.6100159,1025.01294,1,718
456.6100159,1026.01294,1,719
456.6100159,1027.01294,1,720
456.6100159,1043.01294,1,721
456.6100159,1080.01294,1,722
457.6100159,481.0129089,1,723
457.6100159,495.0129089,1,724
457.6100159,499.0129089,1,725
457.6100159,516.0129395,1,726
457.6100159,542.0129395,1,727
457.6100159,592.0129395,1,728
457.6100159,593.0129395,1,729
457.6100159,594.0129395,1,730
457.6100159,595.0129395,1,731
457.6100159,596.0129395,1,732
457.6100159,597.0129395,1,733
457.6100159,598.0129395,1,734
457.6100159,599.0129395,1,735
457.6100159,600.0129395,1,736
457.6100159,601.0129395,1,737
457.6100159,602.0129395,1,738
457.6100159,606.0129395,1,739
457.6100159,649.0129395,1,740
457.6100159,660.0129395,1,741
457.6100159,693.0129395,1,742
457.6100159,697.0129395,1,743
457.6100159,698.0129395,1,744
457.6100159,716.0129395,1,745
457.6100159,734.0129395,1,746
457.6100159,740.0129395,1,747
457.6100159,937.0129395,1,748
457.6100159,952.0129395,1,749
457.6100159,953.0129395,1,750
457.6100159,954.0129395,1,751
457.6100159,955.0129395,1,752
457.6100159,956.0129395,1,753
457.6100159,957.0129395,1,754
457.6100159,958.0129395,1,755
457.6100159,959.0129395,1,756
457.6100159,1028.01294,1,757
457.6100159,1042.01294,1,758
457.6100159,1080.01294,1,759
458.6100159,481.0129089,1,760
458.6100159,495.0129089,1,761
458.6100159,500.0129089,1,762
458.6100159,501.0129089,1,763
458.6100159,515.0129395,1,764
458.6100159,542.0129395,1,765
458.6100159,606.0129395,1,766
458.6100159,650.0129395,1,767
458.6100159,660.0129395,1,768
458.6100159,693.0129395,1,769
458.6100159,699.0129395,1,770
458.6100159,700.0129395,1,771
458.6100159,704.0129395,1,772
458.6100159,711.0129395,1,773
458.6100159,716.0129395,1,774
458.6100159,734.0129395,1,775
458.6100159,739.0129395,1,776
458.6100159,932.0129395,1,777
458.6100159,933.0129395,1,778
458.6100159,934.0129395,1,779
458.6100159,935.0129395,1,780
458.6100159,936.0129395,1,781
458.6100159,1029.01294,1,782
458.6100159,1041.01294,1,783
458.6100159,1081.01294,1,784
459.6100159,481.0129089,1,785
459.6100159,495.0129089,1,786
459.6100159,502.0129089,1,787
459.6100159,514.0129395,1,788
459.6100159,542.0129395,1,789
459.6100159,606.0129395,1,790
459.6100159,650.0129395,1,791
459.6100159,660.0129395,1,792
459.6100159,693.0129395,1,793
459.6100159,699.0129395,1,794
459.6100159,700.0129395,1,795
459.6100159,701.0129395,1,796
459.6100159,703.0129395,1,797
459.6100159,704.0129395,1,798
459.6100159,705.0129395,1,799
459.6100159,706.0129395,1,800
459.6100159,707.0129395,1,801
459.6100159,708.0129395,1,802
459.6100159,710.0129395,1,803
459.6100159,711.0129395,1,804
459.6100159,713.0129395,1,805
459.6100159,714.0129395,1,806
459.6100159,715.0129395,1,807
459.6100159,716.0129395,1,808
459.6100159,717.0129395,1,809
459.6100159,734.0129395,1,810
459.6100159,738.0129395,1,811
459.6100159,739.0129395,1,812
459.6100159,930.0129395,1,813
459.6100159,931.0129395,1,814
459.6100159,1030.01294,1,815
459.6100159,1040.01294,1,816
459.6100159,1081.01294,1,817
460.6100159,481.0129089,1,818
460.6100159,495.0129089,1,819
460.6100159,503.0129089,1,820
460.6100159,513.0129395,1,821
460.6100159,542.0129395,1,822
460.6100159,606.0129395,1,823
460.6100159,650.0129395,1,824
460.6100159,660.0129395,1,825
460.6100159,694.0129395,1,826
460.6100159,695.0129395,1,827
460.6100159,696.0129395,1,828
460.6100159,699.0129395,1,829
460.6100159,701.0129395,1,830
460.6100159,702.0129395,1,831
460.6100159,703.0129395,1,832
460.6100159,704.0129395,1,833
460.6100159,705.0129395,1,834
460.6100159,706.0129395,1,835
460.6100159,707.0129395,1,836
460.6100159,708.0129395,1,837
460.6100159,709.0129395,1,838
460.6100159,710.0129395,1,839
460.6100159,711.0129395,1,840
460.6100159,712.0129395,1,841
460.6100159,713.0129395,1,842
460.6100159,714.0129395,1,843
460.6100159,734.0129395,1,844
460.6100159,735.0129395,1,845
460.6100159,736.0129395,1,846
460.6100159,737.0129395,1,847
460.6100159,740.0129395,1,848
460.6100159,929.0129395,1,849
460.6100159,1031.01294,1,850
460.6100159,1032.01294,1,851
460.6100159,1039.01294,1,852
460.6100159,1081.01294,1,853
461.6100159,481.0129089,1,854
461.6100159,495.0129089,1,855
461.6100159,504.0129089,1,856
461.6100159,506.0129089,1,857
461.6100159,510.0129089,1,858
461.6100159,513.0129395,1,859
461.6100159,542.0129395,1,860
461.6100159,606.0129395,1,861
461.6100159,650.0129395,1,862
461.6100159,660.0129395,1,863
461.6100159,692.0129395,1,864
461.6100159,693.0129395,1,865
461.6100159,696.0129395,1,866
461.6100159,698.0129395,1,867
461.6100159,699.0129395,1,868
461.6100159,700.0129395,1,869
461.6100159,702.0129395,1,870
461.6100159,703.0129395,1,871
461.6100159,704.0129395,1,872
